,user_id,post,location
0,6666,"Boundry Waters Minnesota, Grandpa Pete and Grandson Michael, overlooking West Bearskin Lake from HoneyMoom Bluff.",111
0,13093,"Flew into and spent a couple days in Athens. Met up with a local friend and checked out some clubs in the Technopolis area of the city. Rented a car and headed South to the cities of Nafplion, Gythio, and Sparta. This southern peninsular region of Greece was my favorite of the country. This is where all the roadside stops and hidden wonders are discovered. Larissa Castle, the sprawling orange groves and the Mythras ruins are unforgettable. We were there in the off season and most everything was empty of other tourists. Returning to Athens, we boarded an overnight ferry to Heraklion, Crete. Again a car was rented and we drove into the mountains of Crete, topping out at Mt. Ida, and the legendary cave where the baby Zeus was hidden and raised. We caught another ferry and sailed from the Eastern end of the island to Santorini. Rent ATV's and tour the island on your terms. You're able to drive on the highways and even the beaches. ",270
1,13093,"Salmon fishing trip. Drove north to Peter's Creek region, west to Soldotna, and south to Seward. Swung by Exit Glacier.",84
0,6854,"Morocco is by far the greatest place I have ever visited. The people, food, and landscape are as amazing as any that I have encountered in my travels. Immediately upon arrival the people made us feel at home and did everything they could to make us feel comfortable. There are two great ways to enjoy Morocco. For those that are looking for a relaxing and modern trip, there are many beautiful hotels/resorts along the Atlantic coast that will make you feel like royalty. For the more adventurous, traveling remote Saharan Morocco provides some of the most breathtaking sights. This country has so much to offer as long as you are willing to travel with an open mind and a local tour guide.<br>",393
0,4074,"It was a short trip. It lasted 4 days. I stayed at a resort call- Sunset Resort- It was an okay experience. I would visit Jamaica again, but it is not on my top list.",199
0,2010,Going to the Dry Tortugas is a great day trip from Key West. Incredible fort and nice beaches with some water sports available including snorkeling. Very secluded.<br>,782
1,2010,"We were staying in Krasnodar and took a day trip over to the coast of the Black Sea. The road cuts right through Adygeya but there isn&apos;t any kind of border or checkpoint just a sign on the other side of the river along the road. There were a lot of Turkish refugees living in the area at the time, but a lot of them have been moved to the US. <br>",471
0,522,"I went on a diving trip to Chuuk in June 2005 aboard the Truk Odyssey. The island itself is very poor and the infrastructure is virtually non-existant. However, the diving is spectacular and probably the best in the world. The water is very warm (no wetsuit needed) and the sunken ships are amazing. My favorite dive was on the San Francisco Maru which lies between 45m and 60m. I went as deep as 55m on air and experiences nitrogen narcosis for the first time. If you are a diver, Chuuk should be at the top of your list.",9
0,7352,"My friend Valerie and I went to Chicago for the Tina Turner concert.  When we planned this trip it was supposed to be 4 girlfriends heading to Chi town to see Tina and kick it for the weekend.  The trip was planned back in March, when we bought the tickets for the concert.  However, when the time came there was only the two of us to went.  Neither of us had ever been to Chicago, so we were very excited.  We drove from St. Louis on a beautiful autumn Friday.  We had heard so much about Chicago both good and bad that we were both excited and apprehensive.  Let me tell you we had the best time.  The concert was off the chain.  Tina Turner puts younger women to shame with her energy and talent.  But Chicago was so much fun for us.  When didn&apos;t get to do a lot, but we managed to go to the Navy Pier and walk around.  At the entrance to the Pier, we saw a statue of a man in a chair that caught our eye.  When we  got closer, we realized it was a statue of Dr. Bob Hartly from the Bob Newhart Show, when he played a psychiatrist.  There was a couch right next to it for you to sit and act like you were a patient.  It was pretty cool. We then took an architectural bus tour through downtown Chicago.  The buildings were absolutely beautiful and the stories behind them were told in an appealing manner by the tour guide.  I only knew about the Sears building before my visit, during the visit I learned that the Hancock Building was actually taller than the Sears Building.  There was also a building whose design was inspired by an open pack of cigarettes and when you looked at it you could totally see why. We went to the Weber Grill for lunch.  The service and the food was excellent and the prices were not unreasonable.  If I had to pick one negative thing about our visit it was the price of parking.  We were not expecting parking to be as high as it was.  But other than that we had an excellent visit to Chicago and the concert was one of the top 3 concerts I have attended in my life.",98
1,7352,"I visited Alabama for a geneology search. My maternal grandmother was from Marion, Alabama.I went through Birmingham and visited 5 points South area.I also gave consideration to moving to Birmingham at one time.",83
0,38149,"<p>Living in Daqing, Heilonjiang</p>
",630
1,38149,"<p>Great Beijing Duck just south of Tiananmen Square</p>
",676
0,5897,"As a civilian, non-diplomat, your access is very limited. </p><p>The best way to get there is via subway or train, via Grand Central. From there exit to 42nd Street and make a left until you reach 1st Ave. Basically the opposite direction from Time Square. Then you make another left up 1st Ave until you reach the Visitor Entrance. From there you can access the grounds for free after going through the security check point. The Check Point was easier than an airport screening. From there you can visit the gift shops, cafeteria, and post office downstairs for free. The Garden is also available but it was closed on my visit.</p><p>The access to the main meeting rooms are via the tour. The tour lasted about 45 minutes, the cost US$12.50. Also get a lesson on what the current ajenda for the UN is. Several gifts are viewable during the tour but not much time spent on this. I wish I could have had another hour for that alone. I was unable to see the Security Council room as a meeting was taking place.</p><p>Overall the $12.50 was worth the visit.</p>",144
0,41358,,88
0,2701,"I must be getting lazy after two days of the Native Indian Islands in San Blas I missed the comforts of my life in Panama City and I wanted to leave. so there I was, in so called paradise, beautiful weather, clean white sand beaches, palm trees,gorgeous blue clear water, peace and quite, no people, and I discovered something about myself, this was not my paradise, after about one hour I was bored the peace and quite was too much for me, I discovered that my paradise is TV, AC, restaurants, bars, malls,streets and buildings, noise, people and action. Now I know what is my paradise, what keeps me peaceful, alive and interested, it´s city life and that is all right, at least now I know what makes me tick, what rocks my boat. In El Porvenir area in San Blas I visited 9 different Islands or areas by air plane and/or boat, I slept in a hut in Nalunega Island, I talked with the natives, played with the children, even gave them potato chips,and sat in, the daily evening Indian town council meeting. These places had no hot water, no fresh water for showers, no electricity, and not too many comforts of home. I am happy that I saw it and more happy that I left.",162
1,2701,"Going out in Reykjavik is some thing special, it’s an area of less then a mile long right in the center of town, off a main road with smaller roads turning off of it to the right and left with about a hundred of bars, cafes, and restaurants that turn into dancing and drinking places. People go out late here, maybe around midnight and most places stay open till 6am or so, before going out most Icelandic people start drinking at home, or they go to home parties because alcohol is so expensive here and they want to be some what drunk before reaching the center. Most Icelandic young people 16 to 25 drink to get drunk when they go out on Fridays and Saturdays the rest of the week the center is some what busy but not like on weekends when the madness happens. There are lines to get into most of the good places and it’s good to be a VIP here if you don’t like waiting on lines but no cover charge and there is no smoking inside all of these places which is a good thing. There is a lot of drinking on the street from bottles or glasses and there is a lot of broken glass every where. As I said before when the Icelandic’s drink to get drunk they become quite aggressive unlike during the week when they don’t drink and are very reserved and there are many fights here with the police getting involved and always some one is bleeding and the women I feel spit more then the men here, walking around the street drunk with a bottle of beer and spiting, I saw that over and over again. The women are pretty here but there are also a lot of over weight girls here. The women kind of act like men, they don’t hold back, once they are drunk they aggressively try to pick up the man they are interested in. So this is what my weekends are like, I walk around sometimes alone most times with some friends I have met here and go from place to place checking things out, dancing and trying to see in which place are the most prettiest women at. Each place has its own type of cliental whether older people or rockers or yuppies and so on. So that is night life on weekends in Reykjavik. <br>I decided to also visit Greenland, I have to pick where I want to go in Greenland because you can’t get around by car there, it’s only by air or by ship and very expensive, so I have decided to fly to Nuuk the capital city. So during the past week I was looking into air tickets to get there and I found a flight that just started this week from Reykjavik to Nuuk from the main airport in Iceland named Keflavik the best price I could find for that flight was $730 round trip, so I took it, also at the same time I visited the local attractions with in an hour’s time from Reykjavik the capital. Such as Kleifarvatn which is a lake area with geysers in a mountain area, some light houses on the cost line, a bridge that connects the fault line between North America and Europe and last the famous Blue Lagoon nature hot bath which was quite green when I visited it, costing $30 to sit in some hot green water out doors but if you know me even a little, I would never pay that, maybe because I have two hot tubs at home or maybe because the water was green and it should have been blue like the name. What I would do is go inside threw the restaurant area to film it first and since I am all ready in, I might as well stay in, well that’s me.  <br><br>So on Sunday at 9:30am I drove from my place to a gas station filled up the tank and then headed to the hostel where the three Czech people were camping out, to pick them up for our journey around Iceland. I choose them because they were in their late 20’s and early 30’s, it looked like we could get along, and I could trust them and enjoy the trip with them. There was one couple and a single guy and they were friends, they were non smokers. Also they had tents and wanted to sleep out in the nature for free, and I could sleep in the tent with the single guy, he had an extra mat, so all I needed was a sleeping bag. Another reason I picked them was, they had cooking equipment and I could join them in the meals, also they wanted to be dropped of on day five at Myvatn which was three quarters of the way around Iceland but would give me their share of the gas money for the other two days for me to complete the whole circle around Iceland, what a deal for me. That’s why I picked them, now I was able to rent the car from a private person who I knew, he trusted me, and we became friends, for the whole week for $150 and actually if I came back sooner or needed the car longer the price would be the same. So as I started my trip I just made a profit of $150 in my pocket. Sounds like a Jesse story, right? So we packed the car up with their stuff, settled with money and were off. For the next 7 days I would be the only driver of the car, I drove 2,600 kilometers that's about 1,600 miles and the gas expense for the whole journey was 30,000ISK which is about $500 which we split four ways. Our day would start any time in the morning after we had breakfast and packed up the tents, I would try to keep on moving for at least 12 hours a day even if that meant that we stopped some place for a few hours. On the 1st day I drove out of Reykjavik the Capital to the Pingvallayatn lake, which is Iceland's largest natural lake where some car company was shooting a commercial with sharp looking cars and this beautiful lake was in the back ground, then onto Pingvellir National park, a UNESCO World Heritage site, known as the center of Icelandic culture started in 930 AD when the 1st general assembly came together for a formal government structure, Iceland has the oldest running government in Europe. Also this place is straddling two continents, it’s the fault line between America and Europe, and it lies within a belt of volcanic activity and has 2 small water falls. Then to Geysir which is a place were hot water is shooting out of the ground maybe 40 feet in the air every few minutes and the tourist are standing around it waiting to catch it with their cameras. Next to Gullfoss which was the largest water falls in Iceland really magnificent. Then to Kerio which is a Crater with water in it. The excursion to do this trip is known as the Golden circle and it cost 7,000 ISK about $115 and takes 10 hours. But I had to keep on going, I drove into a town named Selfoss which produces most of Iceland's milk and so we stopped to drink some.   <br>Then not to far from Kross to see the black sand beach's in the south west part of Iceland, here I had to park the car and walk through dunes more then an hour to get to the black sand and cost line. Next to Seljalandsfoss another breath taking water fall that you can see right off, from the road and that you can walk behind it. Now it was evening hours but still light out side and I was headed on a dirt road to the back of Eyjafjallajokull glacier when I drove up to water from a river crossing over the road, since I had a normal car and not a 4 by 4 I did not take the chance to cross the deep water, I parked there, off the road and we set up camp for the 1st night.<br> <br>On the second day around 9am as we were packing up and decided that we can’t go further into the area because of the rivers were preventing us from crossing, a woman was drooping off some people where we were parked, they also had a normal car and could not cross the water, so I asked her where was she heading too, she said that she was going all the way on the dirt road till the end about a 40 minute drive, I also wanted to know how many rivers there were to cross to get to the end she said about 25 and told me that my car would not make it there, so I asked her if she would take us there, I was not worried on how we would get back to the car, she said you have 2 minutes to decided if you are coming with me or not, so I ran back to the 3 Czech’s and told them, lets take the gamble and get the ride to the end of the road and worry about getting out later, they agreed and we all grabbed a few items and were off.  <br>She had a big 4 by 4 and told us about the area, and on the way she stopped to show us for 2 minutes Lonio which is a lagoon in front of the glacier with ice bergs in it melting away. Then she took us to Basar where there was one cabin and dropped us off, where the landscape is strikingly beautiful and the contrasts in color among the plant life, glaciers, wasteland and blue skies are great. I finally had my breakfast there and then after an hour or so there, we started to walk back to the car, no one would give us a lift, well there were only two excursion buses there, and when they heard four people they said no. So we started walking on the road through streams and rivers that crossed over the road and at one point I got my shoes wet so now when ever I reached another water crossing I just walked right into it, we stopped again at the lagoon with the ice bergs to take a second look at it. I was walking for three and a half hours, it was getting a bit hot, when I saw a miracle in the distance on the road, it was a car with two people trying to fix a flat tire, as I got closer I thought what a brake for me, I went up to them offered my help and then asked them for a drink of water, we got talking, I told them what they could see up the road, showed them it on my map, which they did not have and asked me where I got it, do you know where I am going with this? I asked them if they saw the green car parked when they came in, they were a French couple and the car was a Renault, so off course he saw it, so I asked him if he would give me and my three friends who were about 15 minutes behind me, a ride back to the car for my map, he started to think about it and it seamed to him like a good trade by this time the Czech’s arrived, the problem was now there were six of us, so he said he could only take two of us back, so I told him why don’t you leave your girlfriend her with your bags, you have to come back here any ways, the girl right away said no, and the others looked at me like he’s got balls, but after thinking about it for a few minutes she agreed, so I gave her my map, told her which path to walk to the lagoon and we left, he drove like a bat out of hell, it took us maybe 20 minutes or so to get back to the car but if we had to walk it would have taken another four hours at least to reach it. Once in the car there would be no more walking for me this day, it was driving time only, but the 3 Czech’s loved the hike, I could live with out it. Next it was to Skogafoss another water fall but this one you could walk on top of it and there was a second fall about a five minute walk further on. From this point on, while traveling on highway #1 it was possible to see in the distance a larger glacier on the left side named Myrdalsjokull and on the right side in the distance you could see the sea, by the way highway #1 circled Iceland. Then it was onto the town of Vik where there was a view from the top of the mountain of rocks shooting out of the sea, also this was the 1st refueling of gas for the car, we drove 394 kilometers about 250 miles and it cost 4,600 ISK about $75. The exchange rate was about $1 = 62 ISK. Once again it was reaching evening hours as we reached the largest glacier in Iceland, named Vatnajokul and this one was very easy to see from the road, now we entered Skaftafell National Park where you could stand right next to the glacier and feel the cold temperature from it. Then it was a short ride to Jokulsarlon lagoon one of the most stunning things I saw on this trip, here scenes in two James Bond movies were filmed, it was a lagoon with 100s of ice bergs some standing still and others floating out of the lagoon into the sea under a bridge that connects the highway and you could spot seals swimming around, the weather here was freezing cold and windy. This was a place that we decided we wanted to see what it looked like in the morning but it was to cold there to set up the tent, and after my first night sleeping in the tent on the mat without a sleeping bag, I knew it would be too cold for me. I had blanket and a pillow that my Icelandic friend lent me, so I drove 20 kilometers from there and found a wormer place where we would camp for the night. I dropped them off there and they would get the camp in order, I needed to find a place that had electricity so I could charge up my battery for my video camera so I stopped at some hotel on the road and went to one of the buildings where there was a lobby area but no reception and started to recharge my battery’s, there also was a TV there, so I turned it on and watched some TV. Here I would hit the jackpot. The hotel was kind enough to provide me with a brand new comforter thick blanket which I thought would be great to put over the mat but under me to make my sleep softer and more comfortable to sleep on. I worked out a great price with the hotel for it. Once my batteries were charged I left and headed back to our camp site. They were already in the tents, so I made my bed and put my new blanket over the mat and felt like I was at the Hilton Hotel. My tent mate was amazed that I was able to solve all of my travel problems, as easily as they occurred. <br>On day three, well that I will save for next time.<br><br>On day three I woke up in the Hilton Hotel, well that is how I felt, I had a great night sleep and I had a big smile on my face, it was just so comfortable, warm, dry and peaceful. Since I was in charge of driving the others took care of setting up the tents, tearing down the tents, cooking the meals and washing the dishes. What an easy life I had. So after a short ride we were back at Jokulsarlon lagoon, the lagoon with 100s of icebergs that we visited from the night before. Here we walked around, took pictures and saw some seals swimming. There was a boat excursion that tourist could take for 30 minutes around the lagoon going between the icebergs and maybe closer to the seals it cost $40, but it’s not my thing, too many restrictions to be herded like cattle on and off the boat, and be in a carrel atmosphere with the other tourist, I mean real tourist you get off the tour bus to get onto the boat tour. The others wanted to do the boat trip the night before but thought it was too expensive this morning and decided not too. From here I drove to Hofn, which was the largest town on the south east cost and is known as a fishery town, so here we went to one of the fishing factories walked around it and then bought a kilo of Red fish for $9 all ready filleted, we thought it was a good buy and that it was cheap for Iceland, compared to a kilo of fillet chicken breast that cost $48, we were getting a steal of a deal, it would be our lunch later on in the day.  Here was the 2nd refueling of gas for the car, we drove 398 kilometers about 250 miles and it cost again 4,600 ISK about $75. From here the driving was in the direction of north east and we were besides the cost line to our right. On one side the beautiful cost line, sometimes cliffs, sometimes dunes, some sand beaches, rock formations in the water and on the other side cliffs, mountains with ice/snow or with out ice/snow, some more smaller water falls, grass and this purple flower which was every where in Iceland and known as their symbol flower, I would stop the car and get out for pictures along the way. By the way there were also sheep every where grazing as I drove around the island. All along this cost line the drive was passing the eastern fjords of Iceland we also saw some little port towns. We decide to camp at a town called Reyoarfjorour because this small town like many others offer a free camp site for campers with bathrooms and kitchen facilities, including hot water and sometimes a washing machine and a dryer, let me say it again, “for free” unbelievable what the Icelandic government and local towns do for the tourist industry in Iceland.<br><br>Day four, the 1st place that I was going to drive to was a harbor town but drove much further north of it, to a bird sanctuary in Borgarfjorour, for bird watching, I drove here by mistake that turned out to be a good one, here I saw the famous Icelandic Puffins, also Eiders, Gulls, Snipes and Oystercatchers just meters away from me on a cliff. Then it was on to that harbor town, but to get there I had to drive threw a very step road over this mountain that still had snow every where in June, at the top of the mountain you had a view of Seydisfjordur which was that harbor town, here you could take an over night ferry which cost more then taking a two hour airplane flight from the capital, I didn’t understand that one, once a week to Faeroe Islands, it’s north of Scotland but that is a future place I will visit some day. Before heading down to the town there was a beautiful water fall and great views of the town and of the fjord that it sits in. After walking around town and having lunch, this was the 3rd refueling of gas for the car I drove 483 kilometers about 300 miles and cost 5,200 ISK about $85. Next it was on to a forest area which was west in land, here was the 1st time you could see lots of trees, millions of flowers and it was green every where. From there we headed over some mountains deeper inland over landscape that was boring, to a controversial Dam that was being built at the time in the middle of no where and destroying the nature. I noticed that there was only one way in, which meant we would have to back track about 2 hours back to the forest area to get out, but then I noticed on the posted map that they have next to every attraction/point of interest that there was a dirt road out over the other side of the Dam, however it was off limits and restricted only to vehicles from the company who were building the dam, so after negotiating with my fellow passengers, two of us decided to take the chance, my front passenger who was my navigator and I said lets go for it, the two in the back were freaking out. All the workers, mostly Orientals were looking at us; I drove as if we were on our way to work as we reached half way on the dam a security truck drove up to me and asked me, do you work here? I said off course and I need to get to the other side, he asked me again and my answer was the same, he asked me to follow him and as we reached the other side of the dam he said you don’t work here, I said no I don’t but I need to get out of here from this side, he said there are no roads out of here only a dirt way and in many places water ran over it, I said I’ll take my chances  and he showed me the main dirt way out of there, for the next 3 hours I was driving less then 10 miles an hour not knowing where I was going it was after 10pm but at the end I made it, it always works out for me and we were out of the wasteland area on our way to find a place to pitch the tents near this large water fall that we would visit first thing tomorrow. <br> <br>On the fifth day, we woke up at the site of the water fall called Dettifoss. Which was the largest fall of a network of four falls, here I also so the falls called Hafragilsfoss. By noon and 25 km to the north we were on our way to Asbyrgi Canyon which is in Jokulsargljufur National Park, here in the canyon you can see plants, birds and rocks there was a pond, and lots of woods. Next it was a drive along the northern cost line to get to Husavikur, there where many pit stops on the way for great pictures of the drops to the cost line. Husavikur which is a port town with a wharf on the north cost line of Iceland is known for the best place to go by boat whale watching. It was a nice little tourist town, here was the 4th refueling of gas for the car, we drove 393 kilometers about 250 miles and it cost again 4,600 ISK about $75. From here I was on my way to Myvatn Lake and its surrounding attractions, once getting there I would stay there for the night and explore all the beautiful and unique things you could see there. Like Lake Myvatn one of the largest lakes in Iceland, Myvatn Nature Baths, Hverfjall mountain crater 140 meters in depth and 1000 meters in circumference, one of the largest on the planet, Dimmuborgir is a vast area of lave formation rocks, Skutustaoagigar craters are pseudocraters formed in a steam explosion when molten lava rushed over wetlands, Hverir an area with bubbling mud pits, Namafjall mountain is a high temperature area with sulfur springs and steam vents, Krafla is another crater but with water inside it, Leirhnjukur mountain is an area with hot springs and lava formations, Grjotagja are caves with hot springs inside them, the good thing about all of these attractions is that they are very near each other at the most 30 minutes by car from the furthest one to the other side. So here I stayed the fifth night and the sixth day and after running from place to place, walking around and taking pictures, this was the place we settled with the final gas money, they would give me for not continuing the whole trip another $120, life is sweet, I said good bye and wished my Czech passengers a nice stay. They traveled with me for five days and 1,725 kilometers, they had planed this with me from the start, to get dropped off here because they wanted to stay there for a much longer period of time then I was planning. <br><br>So it was day six of travel and I was off on my own, finally, don’t get me wrong it was good traveling with the group but there is nothing like Jesse on he’s own, can’t beat that. <br>I was on my way to the next water fall that was on my path around the island, it was named Godafoss another beautiful fall, lots of them here in Iceland. Next it was to the City of Akureyri and you read it right I said city, it’s the second largest one in Iceland about 20,000 people and it’s located in the northern center of the island. After dinner I kept on going I headed across a road in the middle of no where only two or three meters over the water on the north cost and washed the sun set all alone, no cars no lights no people, then it was to a town called Blonduos a nice little town, here I found another free camping grounds with washing facility’s and decided to stay for the night, I slept in the car, I was able to put the front passenger sit all the way down and had a great night sleep there.<br><br>Day seven this is the day I planed to complete the circle and be back in the capital. I only had 420 kilometers left to get there and had the whole day in front of me. I started my day with a good breakfast in the car with cheese, bread, hearing, tomato, caviar spread and orange juice. Half way to the capital there was finally some points of interest on the road. First there was Baula crater which was only a five minute walk from where you parked your car, then there was this area called Reykholt which was a green valley area with a river passing threw it and mountains on both sides, here Icelandic people came to camp, play golf and just relax in nature. Then I was pleasantly surprised when I was driving out of that area and came across a wonderful waterfall, this was a different type of falls it had fifty or so falls flawing from behind bushes or from the landscape into the passing river, really a nice site. Then I was headed to the western cost line to the town of Borgarnes, there was a small island connected to the town, here I had my last refueling of gas for the car, I drove 742 kilometers about 460 miles since my last fill up and it cost 4,100 ISK about $65. The car was costing me less now that I had less weight in the car and I stuck to good roads. From here I drove along the western cost line passing threw the fjords to Reykjavik the capital, it only took me two hours to get there. So one week later and 2,600 kilometers of driving I was back where I started with more money in my pocket then the $550 I changed at the banks with in the first two weeks of being in Iceland. How did that happen? I unpacked the car headed to my friend’s apartment and put my dirty cloths in the washing machine, it was Saturday night and I was planning to go out dancing and do some drinking.   <br><br><br>",230
2,2701,"Well I am here in San Hose it’s the capital of Costa Rica. At the airport I changed some $$$ and got the good rate then I took a public bus into town (50 cents), on the bus I started to ask one guy some questions and I ended up renting a room from him at his house for $25 a week ... <br>Its great, a new house, the bad thing is its about 30 minutes by bus to the center of town but it only cost 25 cents to get there. If I go by taxi it cost $4. So when I go home late at night from they clubs and bars I will be using the more expensive means of transportation....<br>So far every thing is very cheap and I am starting to get to know the town...<br>If I find a better place I might move but his place is really nice and clean and safe, so that's it for now....<br>I have seen the Capital and it is not a tourist place, quite boring. <br>I am on my way to Limon it’s on the Caribbean cost of Costa Rica.<br>So where was I, I was leaving San hose to go to the Carnival in Limon, I will pick up from there.<br>Well I got side tracked and took a 2 hour bus to Cariari, there I changed to another bus for an hour ride and then to a boat ride for an hour through the canals that took me to Tortuguero which is a nation park where Turtles lay there eggs at night and is protected by the government. <br>I saw baby turtles running to the water at sunrise. I stayed there for 2 nights and then took a 4 hour boat ride through canals of the jungle to Limon which like I said before is on the Caribbean side of CR. When I got there the carnival was going to last for a whole week and I showed up on the 1st day so I decided to take off and return later on that week the 15Th of the month was suppose to be the best day for Carnival. So I went to Puerto Viejo about a 1 and half hour bus ride further south, stayed there for 3 nights lots of tourist there and lots of American students learning in CR. I got bored quick so I decided to take a trip into Panama. I went to a group of Islands called Bocas Del Toro; I stayed on 2 different islands there and for 3 nights then came back to CR again. Went to a small town called Cahuita and stayed for 4 nights it also had a national park, I used that town as a place to jump into Limon and see the Carnival. Today I am in a place called Fortuna its in the mountains in the central north west of CR and its where the only active Volcano in CR is I can see the smoke from my window.. <br>This afternoon I was hanging out in a waterfall...<br><br>To get to the waterfall I hitched hike a ride and an American guy who has lived here for 5 and a half years picked me up, he is 1 of those guys that lived in a communion in Hawaii has dread locks till his knees and now he lives in the jungle here with his woman, on some land they bought, well anyways he invited me to his place tomorrow and I went there. I stayed with him for 30 hours or so it was my 1st time in my life taking a shit out in the jungle, he gave me a shovel and some toilet paper and said dig a hole near 1 of his banana trees and take care of my business.. The shit looked different too because he is a vegetarian so for the last day that's all I eat... after that he took me back to La Fortuna and I stayed 1 more night.. Then to Santa Elena and Moteverde which is a cloud forest in the mountains it always was raining there, I stayed for 3 nights got there by hitch hiking again, 3 cars picked me up to the boat ride and then a mini van ride all for free, I have my ways. Here I went on a Canopy tour. That's flying on cables through the forest the longest was 600 meters long, there were 15 cables, also repelling down 10 meters and there was a Tarzan swing too, 12 meters down, your heart stops for a second or so and then you realize your still alive.<br>Next Morning, Monday I took a bus at 6am to Puntarenas still on the main land I took a ferry to Paquera which is on the Pacific peninsula of CR, then a bus too Montezuma I arrived at 2pm had lunch walked around checking out hotels and just hated the place, a shit hole so I headed out, on the 4pm bus to Cobano, which I passed through earlier. when I got there I asked around for a good place they told me that Sta. Teresa and Malpais were good, so I hiked a ride there in the back of a pick up truck, got there at night and I found a place, stayed for 2 nights, it was a surf town. It was my 1st time to see 12 blonds male and female's sitting at different tables at the restaurant. I was eating there off course they where tourist. Because of the strong rains on the Pacific side some roads were closed so I had to go back to go a head. So at 7 am the next day I was back on the bus to Paquera to take the ferry to Puntarenas where I had to wait for 2 hours to take another Ferry back to the peninsula but just a bit more west of where I was earlier, that was Naranjo, I waited with the locals for the bus that took me to Nicoya a change of bus and I was heading too Samara, where I stayed for 4 nights it was a beach town, Roman was the owner of the hotel, a real nice guy, I took a ride with him 2 days later to check out some other towns. Big Halloween Party on the 29Th in Samara. But next day I had that feeling to move on again, so Sunday was my traveling day again 3 bus transfers later I am at La Cruz a border town with Nicaragua where I slept last night and today Monday Oct 31st I am heading into Nicaragua.<br>",156
3,2701,"Best kept secret in Central America, you got it, and it’s Belize. I was planning to stay here for about 10 days but onmy first day here, I thought, 10 days that’s to short, that I should stay for at least 3 weeks. So you wantto know why I say it’s the best kept secret, wellfirst of all English is there main spoken language,it’s a common wealth of England, there are less then300,000 people in the whole country, more then 40% ofthe land in the country is under the Governmentsprotection as National Parks or Nature Reserves, The country is small enough to drivefrom one end to another in just a few hours, theBelize Dollar is set by the Government at $2 Belizefor $1 US, in most of the country it was very clean,and I felt it was very civilized compared to othercountries in Central America, like no throwing outgarbage from the bus window like most people do in allthe other countries I have been to in CA.But most of all it’s their Natural Resources, liketheir Water Fall’s, Cave’s and Beach’s.I crossed the Frontier from Guatemala and headed toSan Ignacio, I was told by other travelers that Belizewas an expensive country, it was clean, that BelizeCity was very dangerous and that the people in Belizedo not bargain with the price, so I had to see if itwas true or if I would be able to haggle my way heretoo. When first looking for a place to stay in SanIgnacio each hotel owner would quote me a price andwould not budge and I tried to haggle with each ofthem but after all I am Jesse and I was able to find aplace and get a 20% discount off the price ""she said$25 Belize,"" I said $20 and after some talking itworked, remember $2 Belize = $1 US.  I stayed there for 4 nights and used it as a base tovisit Cahal Pech Ruins, 1000 Feet Falls which is really 1600feet, Caracol Ruins which is the biggest Maya Ruins inBelize, Rio Frio Caves which I thought were the best cavesthat I have seen so far in Central America, Rio OnPools which is a river that had about 100 meters ofdifferent size water pools on different levels, BigRock Falls which was just another beautiful falls, St.Herman´s Cave which was so dark I did not go into sofar and Blue Hole which they should rename to GreenLagoon. A lot of hitchhiking, I moved fast andaccomplished a lot. I then just stayed over night inthe Capital city which is called Belmopan; its rightin the middle of the country so it was a good transitstop over. But the Capital is so small and the Centralbus station is so quite, all of the buildings are lessthen 3 stories high. Then I headed to Dangriga which Iwas planning to sleep there for two night but it didnot deserve more then two hours of my time to checkout this Port-Beach Town, so quickly I was on my wayto the next stop which was Placencia, which was aPeninsula, I took a bus, then hitchhike to get toMango Creek, then a fast boat to get there. I stayedfor 4 nights and just chilled out on the beach. Thento Punta Gorda to the south east cost of Belize whereI would take a Ferry back to Guatemala.",154
